real,imag,mag,phase,unwrapped_phase
-5.391277818670271699e+03,-4.543097833512685611e+03,7.050220879018879714e+03,-2.441366227145477463e+00,3.841819080034107881e+00
-5.427672483148434367e+03,-4.378880173603858566e+03,6.973823926592042881e+03,-2.462737625733588676e+00,3.820447681445996668e+00
-5.530053950060460920e+03,-4.281895991197246985e+03,6.994006717898572788e+03,-2.482722864351735836e+00,3.800462442827849507e+00
-5.564296804830035398e+03,-4.169159741981100524e+03,6.952934048759391771e+03,-2.498559014990922922e+00,3.784626292188662422e+00
-5.609238763412635308e+03,-4.015332730668273598e+03,6.898293734174186284e+03,-2.520312936723416275e+00,3.762872370456169069e+00
-5.654784670993715736e+03,-3.901025222141410268e+03,6.869831690739514670e+03,-2.537702672590624875e+00,3.745482634588960469e+00
-5.735630563385171627e+03,-3.733930077782286389e+03,6.843952935650955624e+03,-2.564510531955602968e+00,3.718674775223982376e+00
-5.778227459730387636e+03,-3.647457390005054549e+03,6.833144077822797954e+03,-2.578517601504686230e+00,3.704667705674899114e+00
-5.820145741090182128e+03,-3.481689950675588534e+03,6.782054361339605748e+03,-2.602487766801312219e+00,3.680697540378273125e+00
-5.863296210809996410e+03,-3.365976496427927941e+03,6.760772162275851770e+03,-2.620453207683251406e+00,3.662732099496333937e+00
-5.898001412764300767e+03,-3.263338470292299917e+03,6.740608180027926210e+03,-2.636222721965443494e+00,3.646962585214141850e+00
-5.967233451430671266e+03,-3.213897612392426709e+03,6.777684923837558927e+03,-2.647551008175026421e+00,3.635634299004558923e+00
-5.918696087026974965e+03,-3.081309788024618683e+03,6.672738072213291161e+03,-2.661596319530176835e+00,3.621588987649408509e+00
-5.984592219312875386e+03,-3.055674506960899635e+03,6.719560307337894301e+03,-2.669508773211564989e+00,3.613676533968020355e+00
-6.022416626456853919e+03,-2.993593515055570606e+03,6.725407359856108997e+03,-2.680287678725080003e+00,3.602897628454505341e+00
-6.017332110540219219e+03,-2.936007358147067862e+03,6.695403269081865801e+03,-2.687651545042214707e+00,3.595533762137370637e+00
-6.036100914588349951e+03,-2.909603050590889325e+03,6.700768923273069049e+03,-2.692421248495995290e+00,3.590764058683590054e+00
-6.064469755939076094e+03,-2.896214785022127217e+03,6.720554553136260438e+03,-2.696048716612600149e+00,3.587136590566985195e+00
-6.098176924373946349e+03,-2.904469372790154921e+03,6.754532118395982252e+03,-2.697096504848985887e+00,3.586088802330599457e+00
-6.089418977779545457e+03,-2.891996943862657645e+03,6.741266187464535506e+03,-2.698208240936538438e+00,3.584977066243046906e+00
-6.114062505847728971e+03,-2.885144719626905953e+03,6.760607988827930058e+03,-2.700687561704948170e+00,3.582497745474637174e+00
-6.117917747907606099e+03,-2.899620098652293564e+03,6.770281699210987426e+03,-2.698996969301500570e+00,3.584188337878084774e+00
-6.143919935403022464e+03,-2.873031509840264789e+03,6.782482010973395518e+03,-2.704181374542512284e+00,3.579003932637073060e+00
-6.153725331311245100e+03,-2.857353294020040721e+03,6.784747843514073793e+03,-2.706886807363918734e+00,3.576298499815666609e+00
-6.184141619460313450e+03,-2.868914580510640917e+03,6.817204591312172852e+03,-2.707227652175655308e+00,3.575957655003930036e+00
-6.183128592923116230e+03,-2.840946680925922919e+03,6.804561502439920332e+03,-2.710893497303934918e+00,3.572291809875650426e+00
-6.226277169790654625e+03,-2.826514381311896614e+03,6.837814778335203300e+03,-2.715445998905547054e+00,3.567739308274038290e+00
-6.250162675760169805e+03,-2.818625413104377913e+03,6.856324284400741817e+03,-2.717933756758378561e+00,3.565251550421206783e+00
-6.272369253630931780e+03,-2.783138720828947953e+03,6.862104428910422030e+03,-2.723978358874909134e+00,3.559206948304676210e+00
-6.314052936803599550e+03,-2.736865648188479554e+03,6.881692965033553264e+03,-2.732581352727535773e+00,3.550603954452049571e+00
-6.312433845621437285e+03,-2.672432685368661168e+03,6.854831691090146705e+03,-2.741111827542988433e+00,3.542073479636596911e+00
-6.382656327854812844e+03,-2.624792876250607151e+03,6.901292592168587362e+03,-2.751435767336940508e+00,3.531749539842644836e+00
-6.359223082717342550e+03,-2.559385947276036859e+03,6.854937975129980259e+03,-2.758960211401358276e+00,3.524225095778227068e+00
-6.375441822951610447e+03,-2.541335921805040925e+03,6.863282502221311915e+03,-2.762282276428052796e+00,3.520903030751532548e+00
-6.389350116431576680e+03,-2.448967626038729122e+03,6.842604573094222360e+03,-2.775574790478189779e+00,3.507610516701395564e+00
-6.418120355078914145e+03,-2.378805503193302229e+03,6.844777901020676836e+03,-2.786650825045717372e+00,3.496534482133867971e+00
-6.438168871240171939e+03,-2.344539046817311828e+03,6.851779459137384038e+03,-2.792357124444735383e+00,3.490828182734849960e+00
-6.441155162296142407e+03,-2.298531737109263304e+03,6.838985887635151812e+03,-2.798827705931318466e+00,3.484357601248266878e+00
-6.469712648560166599e+03,-2.223279242401868032e+03,6.841063685176042782e+03,-2.810591197270087882e+00,3.472594109909497462e+00
-6.466897462939166871e+03,-2.183669444874216424e+03,6.825626347863343653e+03,-2.815945275808544590e+00,3.467240031371040754e+00
-6.469460783951115445e+03,-2.136222026366753653e+03,6.813029236765086353e+03,-2.822663898211746236e+00,3.460521408967839108e+00
-6.464237469994644925e+03,-2.077923075574942231e+03,6.790002236854535113e+03,-2.830575800691073951e+00,3.452609506488511393e+00
-6.486278732878526171e+03,-2.014743471043758063e+03,6.791980790219132359e+03,-2.840424875800065418e+00,3.442760431379519925e+00
-6.507955108893131182e+03,-1.948855654759999879e+03,6.793490859820025435e+03,-2.850633683850283706e+00,3.432551623329301638e+00
-6.511860308985508709e+03,-1.918411347411423549e+03,6.788565885488462300e+03,-2.855094876232787460e+00,3.428090430946797884e+00
-6.535428023857161861e+03,-1.907207310495967022e+03,6.808029023162782323e+03,-2.857651780700477762e+00,3.425533526479107582e+00
-6.518077547646751555e+03,-1.894226405717188072e+03,6.787741052312835563e+03,-2.858771528595764000e+00,3.424413778583821344e+00
-6.544660561993805459e+03,-1.934531878289425777e+03,6.824587567013488297e+03,-2.854187234668275952e+00,3.428998072511309392e+00
-6.553803817689685275e+03,-1.966137719302676487e+03,6.842371081140558999e+03,-2.850136338699610583e+00,3.433048968479974761e+00
-6.533520340876345472e+03,-2.006481666551040689e+03,6.834680440433949116e+03,-2.843629638390074987e+00,3.439555668789510356e+00
-6.519431882584709456e+03,-2.074073160142844699e+03,6.841401285211016329e+03,-2.833580479193580359e+00,3.449604827986004985e+00
-6.468709399420214140e+03,-2.157561294792149965e+03,6.819037471295535397e+03,-2.819657785422888807e+00,3.463527521756696537e+00
-6.490852442237821379e+03,-2.230282278016137752e+03,6.863331877924711080e+03,-2.810627234472027336e+00,3.472558072707558008e+00
-6.451851397905490558e+03,-2.334171400423695559e+03,6.861103598344142483e+03,-2.794459365097831771e+00,3.488725942081753573e+00
-6.409155295733486128e+03,-2.426491458789075750e+03,6.853111147822201019e+03,-2.779671571466536761e+00,3.503513735713048582e+00
-6.376038785873485722e+03,-2.526666117489505268e+03,6.858419079367527956e+03,-2.764301419667452464e+00,3.518883887512132880e+00
-6.353460017899771628e+03,-2.652923737736193743e+03,6.885089582372558652e+03,-2.746044214322826971e+00,3.537141092856758373e+00
-6.283245096926977567e+03,-2.784532301793924489e+03,6.872611518759857063e+03,-2.724434840281398262e+00,3.558750466898187081e+00
-6.232582721392045642e+03,-2.882415920168225057e+03,6.866833980506148691e+03,-2.708412785787823740e+00,3.574772521391761604e+00
-6.177524992263442982e+03,-2.970922177219388232e+03,6.854793477059206452e+03,-2.693321691510191851e+00,3.589863615669393493e+00
-6.137062949343135188e+03,-3.025487011979462750e+03,6.842303216304921989e+03,-2.683571854713619587e+00,3.599613452465965757e+00
-6.126928075411380632e+03,-3.043948308566477863e+03,6.841408403719875423e+03,-2.680496480887312849e+00,3.602688826292272495e+00
-6.142006894247975652e+03,-2.916666089332610682e+03,6.799352157790656747e+03,-2.698248892853170933e+00,3.584936414326414411e+00
-6.195916261220356319e+03,-2.846473002932870259e+03,6.818488606170762978e+03,-2.710940033337128519e+00,3.572245273842456825e+00
-6.244063455576442720e+03,-2.821597333604787309e+03,6.851988029051924059e+03,-2.717172436530272517e+00,3.566012870649312827e+00
-6.284366900905570219e+03,-2.909777140701375174e+03,6.925320956731589831e+03,-2.707965566473207186e+00,3.575219740706378158e+00
-6.298997484215875375e+03,-3.106536412220557395e+03,7.023385066092424495e+03,-2.683416319109056758e+00,3.599768988070528586e+00
-6.239734199565532435e+03,-3.314664328878549895e+03,7.065499451161794241e+03,-2.653283008639733431e+00,3.629902298539851913e+00
-6.157343054396304069e+03,-3.630987789771732423e+03,7.148212770965468735e+03,-2.608780795875844660e+00,3.674404511303740684e+00
-5.962255846692248269e+03,-4.113436269970903595e+03,7.243538688274401466e+03,-2.537668792734384393e+00,3.745516514445200951e+00
-5.741889289857174845e+03,-4.518088703923148387e+03,7.306327268436207305e+03,-2.474912655183027166e+00,3.808272651996558178e+00
-5.580865132635296504e+03,-4.602585920196129337e+03,7.233937571022577686e+03,-2.451966186854595886e+00,3.831219120324989458e+00
-5.553156605501419108e+03,-4.491937074965211650e+03,7.142481849516389957e+03,-2.461449623611918991e+00,3.821735683567666353e+00
-5.632994264694865706e+03,-4.277443847862912662e+03,7.072987364452556903e+03,-2.492131012572093685e+00,3.791054294607491659e+00
-5.756049306267397697e+03,-3.782079776225993555e+03,6.887396536422093050e+03,-2.560269123974937777e+00,3.722916183204647567e+00
-5.817871499246690291e+03,-3.286296519266631549e+03,6.681869019540184127e+03,-2.627410466263893962e+00,3.655774840915691382e+00
-5.975736564595363234e+03,-3.099312912352843341e+03,6.731654181411805439e+03,-2.663136982894718230e+00,3.620048324284867114e+00
-6.019201012395036742e+03,-2.929231405935675866e+03,6.694115136232519944e+03,-2.688683684236356175e+00,3.594501622943229169e+00
-6.015622769726067418e+03,-2.642794001705512528e+03,6.570546205841441406e+03,-2.727654148962827652e+00,3.555531158216757692e+00
-6.113205819794313356e+03,-2.401399934796910202e+03,6.567953032871784671e+03,-2.767289737475629341e+00,3.515895569703956003e+00
-6.182021187966025536e+03,-2.277549209416715257e+03,6.588217996528012009e+03,-2.788607613065553714e+00,3.494577694114031630e+00
-6.220573833920802826e+03,-2.368680403984304576e+03,6.656289182380780403e+03,-2.777762794317865769e+00,3.505422512861719575e+00
-6.275299519565744049e+03,-2.485962918013368835e+03,6.749770047194170729e+03,-2.764409226775860873e+00,3.518776080403724471e+00
-6.288110010306326330e+03,-2.495364852872631673e+03,6.765143993343133843e+03,-2.763814577824235563e+00,3.519370729355349781e+00
-6.293309539475615566e+03,-2.524043734590843997e+03,6.780600396261534115e+03,-2.760166108868832513e+00,3.523019198310752831e+00
-6.272286157894204734e+03,-2.587182890021322237e+03,6.784916281939690634e+03,-2.750375488540770519e+00,3.532809818638814825e+00
-6.235929487455803610e+03,-2.738716888579320312e+03,6.810828640357236509e+03,-2.727770110292973893e+00,3.555415196886611451e+00
-6.152394407288199545e+03,-2.892058911254446684e+03,6.798232247356467269e+03,-2.702174050739326372e+00,3.581011256440258972e+00
-6.050973129658726975e+03,-3.085686653157779801e+03,6.792329345469637701e+03,-2.670017696381180361e+00,3.613167610798404983e+00
-5.941855877066857829e+03,-3.267730641380414454e+03,6.781129316599884078e+03,-2.638786926441245129e+00,3.644398380738340215e+00
-5.821021110892042998e+03,-3.516249864620996959e+03,6.800610258197276380e+03,-2.598192720772645181e+00,3.684992586406940163e+00
-5.639524863785245543e+03,-3.786987866731066788e+03,6.793049226379882384e+03,-2.550245622200758344e+00,3.732939684978827000e+00
-5.445446948530050577e+03,-4.087886252637131747e+03,6.809089989400557897e+03,-2.497644960436853800e+00,3.785540346742731543e+00
-5.289205056405458890e+03,-4.306221126452493991e+03,6.820500752775477849e+03,-2.458281332491933036e+00,3.824903974687652308e+00
-5.101083382699127469e+03,-4.529840981827612268e+03,6.822060612299931563e+03,-2.415438431772716665e+00,3.867746875406868678e+00
-4.959179447807512588e+03,-4.711438892015055899e+03,6.840403294305715463e+03,-2.381806749214938623e+00,3.901378557964646721e+00
-4.845974762882029609e+03,-4.843566900965694003e+03,6.851540828647230228e+03,-2.356442991303161705e+00,3.926742315876423639e+00
-4.770913868253854162e+03,-4.943399495881656549e+03,6.870139570211071259e+03,-2.338440532900694535e+00,3.944744774278890809e+00
-4.757319932672280629e+03,-5.027779443564806570e+03,6.921752601396110549e+03,-2.328561590607822751e+00,3.954623716571762593e+00
-4.738641370644652852e+03,-5.123467996268625939e+03,6.978871423688351570e+03,-2.317193554888556495e+00,3.965991752291028849e+00
-4.725897326656566293e+03,-5.199208816420417861e+03,7.026085528859116494e+03,-2.308542286366809915e+00,3.974643020812775429e+00
-4.700306610389010530e+03,-5.259268356804850555e+03,7.053565472904850139e+03,-2.300130252223090643e+00,3.983055054956494700e+00
-4.684572233530511767e+03,-5.325547476383268076e+03,7.092719713507452980e+03,-2.292249065941459829e+00,3.990936241238125515e+00
-4.656282666111123035e+03,-5.426523376890274449e+03,7.150393291747212061e+03,-2.279951067107227836e+00,4.003234240072357508e+00
-4.557880719999225221e+03,-5.550875576180685130e+03,7.182374003070286562e+03,-2.258277469503691570e+00,4.024907837675893774e+00
-4.515861059285954980e+03,-5.712240300235669565e+03,7.281668102461946546e+03,-2.239753784904185974e+00,4.043431522275399814e+00
-4.394640807490510269e+03,-5.799415649395919900e+03,7.276406372744662804e+03,-2.219253646408605896e+00,4.063931660770979448e+00
-4.313184256995445139e+03,-5.911285163784423276e+03,7.317571367767531228e+03,-2.201147380587115787e+00,4.082037926592470001e+00
-4.237563131511841675e+03,-6.015787644506684956e+03,7.358440206820174353e+03,-2.184473912406078799e+00,4.098711394773506100e+00
-4.147238201968340945e+03,-6.063842220190443186e+03,7.346411857174204670e+03,-2.170654832156316161e+00,4.112530475023269183e+00
-4.034179105393463942e+03,-6.070315713796011551e+03,7.288575575484691399e+03,-2.157349345423122511e+00,4.125835961756463277e+00
-4.018050927699290696e+03,-6.111176214101602454e+03,7.313768384176950349e+03,-2.152420480554649185e+00,4.130764826624936603e+00
-3.970014222099940980e+03,-6.112038033668139178e+03,7.288211155604761188e+03,-2.146848224475485623e+00,4.136337082704099721e+00
-3.934660288071627747e+03,-6.089295746822324872e+03,7.249901673457120523e+03,-2.144467446106100184e+00,4.138717861073485160e+00
-3.960053885740298028e+03,-6.097730561457810836e+03,7.270787081059616867e+03,-2.146771285295619336e+00,4.136414021883966008e+00
-3.952003012947926436e+03,-6.048218902550666826e+03,7.224906899574601084e+03,-2.149569207439601559e+00,4.133616099739983341e+00
-3.979715965748958752e+03,-6.034813194695934726e+03,7.228907902505974562e+03,-2.153792866599958167e+00,4.129392440579627177e+00
-3.966703354342912462e+03,-6.030225337194839085e+03,7.217918891114108192e+03,-2.152637768612359448e+00,4.130547538567226340e+00
-3.938034846223630211e+03,-6.081350851144856279e+03,7.245063603916244574e+03,-2.145453798726797423e+00,4.137731508452787921e+00
-3.872605888313932610e+03,-6.098976563743878614e+03,7.224582444079438574e+03,-2.136525818637576624e+00,4.146659488542008276e+00
-3.863892210551638527e+03,-6.117375495945922921e+03,7.235464461467643559e+03,-2.134146082474674522e+00,4.149039224704910822e+00
-3.894813429745450321e+03,-6.064735644774224966e+03,7.207675776109836988e+03,-2.141673378505482894e+00,4.141511928674102450e+00
-4.060503334079042361e+03,-5.930154264659195178e+03,7.187100731777915826e+03,-2.171194407279083194e+00,4.111990899900502150e+00
-4.135506961657160900e+03,-5.852205787017604962e+03,7.165942394655234239e+03,-2.185976662151110528e+00,4.097208645028475260e+00
-4.054486691019968930e+03,-5.954821770192987969e+03,7.204079722103469976e+03,-2.168570776755719187e+00,4.114614530423866157e+00
-4.014081419267380625e+03,-6.032510619610090544e+03,7.245966741313139210e+03,-2.157927107567561897e+00,4.125258199612023446e+00
-3.979636121732629363e+03,-6.044400038727630999e+03,7.236869177314849367e+03,-2.153054359211985513e+00,4.130130947967599830e+00
-3.955050988783585581e+03,-6.118356766857004914e+03,7.285376987529396501e+03,-2.144653362197401769e+00,4.138531944982183575e+00
-3.940618377000441797e+03,-6.146976628923987846e+03,7.301629603704320289e+03,-2.140865470613571908e+00,4.142319836566013436e+00
-3.854507714780108472e+03,-6.163645516634309388e+03,7.269646193455744651e+03,-2.129655684306608787e+00,4.153529622872977001e+00
-3.829924004897388386e+03,-6.164460616766777093e+03,7.257333710045162661e+03,-2.126724061115067954e+00,4.156461246064517390e+00
-3.773943976522470621e+03,-6.187935792897174906e+03,7.247979202160297064e+03,-2.118454261155414464e+00,4.164731046024170880e+00
-3.774930818978508796e+03,-6.180371989590092198e+03,7.242037048909895020e+03,-2.119114421220184674e+00,4.164070885959400670e+00
-3.775912357356778102e+03,-6.088724538551452497e+03,7.164501422764757081e+03,-2.125899191254335019e+00,4.157286115925250769e+00
-3.841700291708458280e+03,-6.054637486109734709e+03,7.170585486521868006e+03,-2.136201817033850592e+00,4.146983490145734308e+00
-3.876491968280552555e+03,-6.046992024287210370e+03,7.182847800276485941e+03,-2.140861993445990041e+00,4.142323313733594858e+00
-3.841427293613498023e+03,-5.967234508286586788e+03,7.096791622205417298e+03,-2.142767697990787923e+00,4.140417609188797421e+00
-3.850968419521795113e+03,-5.942012668595602918e+03,7.080781900461617624e+03,-2.145828786298063395e+00,4.137356520881521504e+00
-3.852723165564620103e+03,-5.958886910306567188e+03,7.095900858967888780e+03,-2.144742987239394161e+00,4.138442319940191183e+00
-3.911420922349635930e+03,-5.892466072861015164e+03,7.072508045355098147e+03,-2.156811917206010509e+00,4.126373389973574390e+00
-3.984765868752740062e+03,-5.784375630280521364e+03,7.024055841247274657e+03,-2.174023104240095261e+00,4.109162202939490527e+00
-4.091303992710812963e+03,-5.720971100334732000e+03,7.033368943233153004e+03,-2.191612268386410545e+00,4.091573038793175243e+00
-4.179396710091097702e+03,-5.590949028685680787e+03,6.980405998341475424e+03,-2.212714138891863414e+00,4.070471168287721930e+00
-4.289434568564716756e+03,-5.424231950748749114e+03,6.915312080703341053e+03,-2.239896832542452199e+00,4.043288474637133589e+00
-4.371563275805919147e+03,-5.310869371000346291e+03,6.878655315554384288e+03,-2.259485740501542494e+00,4.023699566678042849e+00
-4.533170588394161314e+03,-5.189792043558290970e+03,6.890832826216495050e+03,-2.288763812770753692e+00,3.994421494408831652e+00
-4.604229631519377108e+03,-5.043543894457473471e+03,6.829075011674737652e+03,-2.310690622911054870e+00,3.972494684268530474e+00
-4.696331457643916110e+03,-4.924054809331559227e+03,6.804545901480648354e+03,-2.332527994107745251e+00,3.950657313071840093e+00
-4.803097362668109781e+03,-4.780937360522312702e+03,6.776954059200003940e+03,-2.358506664897004335e+00,3.924678642282581009e+00
-4.903583697696003583e+03,-4.607991668534399651e+03,6.728946447817254921e+03,-2.387261575656355106e+00,3.895923731523230238e+00
-4.983575357516579970e+03,-4.443980491308142518e+03,6.677198959981188636e+03,-2.413368035652887933e+00,3.869817271526697411e+00
-5.085694731981851874e+03,-4.266976843573635051e+03,6.638628042788779567e+03,-2.443510309440320771e+00,3.839674997739264573e+00
-5.199504600564298016e+03,-4.124742825921742224e+03,6.636893209272104286e+03,-2.470953303698692594e+00,3.812232003480892750e+00
-5.298954012000434886e+03,-4.002306972879199748e+03,6.640585420462037291e+03,-2.494707322988099385e+00,3.788477984191485959e+00
-5.325472917638364379e+03,-3.785574819542837304e+03,6.533853266706902104e+03,-2.523626557405343807e+00,3.759558749774241537e+00
-5.411849634739222893e+03,-3.669629568992669647e+03,6.538677055999355616e+03,-2.545734816263313771e+00,3.737450490916271573e+00
-5.461467605878789982e+03,-3.465745760745140615e+03,6.468309059420886115e+03,-2.576132992997193227e+00,3.707052314182392116e+00
-5.528708366633558398e+03,-3.297120570150866115e+03,6.437205935605593368e+03,-2.603851247555095227e+00,3.679334059624490116e+00
-5.605347089814242281e+03,-3.206811351965647191e+03,6.457828972989664180e+03,-2.621941569279606199e+00,3.661243737899979145e+00
-5.657028738539405822e+03,-3.043406591495933299e+03,6.423729277438584177e+03,-2.648019415808994026e+00,3.635165891370591318e+00
-5.712416867414220178e+03,-2.903963142600637184e+03,6.408175122505739637e+03,-2.671279585921504385e+00,3.611905721258080959e+00
-5.729460249361037313e+03,-2.810279271932349729e+03,6.381565978289408122e+03,-2.685576838448352710e+00,3.597608468731232634e+00
-5.800809343464448830e+03,-2.717254342286095834e+03,6.405689674023952648e+03,-2.703521134583372287e+00,3.579664172596213056e+00
-5.822878656225177110e+03,-2.603009331891325928e+03,6.378210832752084571e+03,-2.721210196247153323e+00,3.561975110932432020e+00
-5.915736732497915000e+03,-2.561743580147769990e+03,6.446586015764733020e+03,-2.732932815028495721e+00,3.550252492151089623e+00
-5.939291486063952107e+03,-2.461596022028597417e+03,6.429201998078670840e+03,-2.748683634426040800e+00,3.534501672753544543e+00
-6.009043764020100753e+03,-2.403068166597997333e+03,6.471734201218829185e+03,-2.761165088191706030e+00,3.522020218987879314e+00
-6.049059484137992513e+03,-2.300618986868756110e+03,6.471782472038195010e+03,-2.778160175101756835e+00,3.505025132077828509e+00
-6.100689681776137149e+03,-2.192387768263785347e+03,6.482667562027415443e+03,-2.796597384356635185e+00,3.486587922822950159e+00
-6.154616682489500818e+03,-2.052203484977818334e+03,6.487745806683024966e+03,-2.819744918103497255e+00,3.463440389076088088e+00
-6.225561790886644303e+03,-1.969250962988782248e+03,6.529591791787598595e+03,-2.835234174338368884e+00,3.447951132841216459e+00
-6.248282687649152649e+03,-1.812794482232901828e+03,6.505940391641333008e+03,-2.859218239636093895e+00,3.423967067543491449e+00
-6.284418536027434129e+03,-1.691909539058286100e+03,6.508185171330148478e+03,-2.878605236160676650e+00,3.404580071018908694e+00
-6.307602260591275808e+03,-1.586717872495304846e+03,6.504115611265854568e+03,-2.895149657559309198e+00,3.388035649620276146e+00
-6.366106268537972937e+03,-1.438409220081032799e+03,6.526586405367863335e+03,-2.919376038587205180e+00,3.363809268592380164e+00
-6.408974366097263555e+03,-1.311079465954374427e+03,6.541703279065707648e+03,-2.939807411614455024e+00,3.343377895565130320e+00
-6.385577568829404299e+03,-1.138667433015211373e+03,6.486305914042807672e+03,-2.965128796376543363e+00,3.318056510803041981e+00
-6.474286606962850783e+03,-1.028407439519289710e+03,6.555456424289400275e+03,-2.984063856820792893e+00,3.299121450358792451e+00
-6.445511090674426669e+03,-8.964363740584448124e+02,6.507550337319111350e+03,-3.003399948451925816e+00,3.279785358727659528e+00
-6.446920765301603751e+03,-7.475651549615565727e+02,6.490118721178350825e+03,-3.026151287578596527e+00,3.257034019600988817e+00
-6.490169647079155766e+03,-6.043324960217676107e+02,6.518245148321399938e+03,-3.048745323704515453e+00,3.234439983475069891e+00
-6.480693136497536216e+03,-4.778038048000613571e+02,6.498282850517333827e+03,-3.067998537492326427e+00,3.215186769687258916e+00
-6.442467403759055742e+03,-2.804880964984139382e+02,6.448570370304976677e+03,-3.098082759285244236e+00,3.185102547894341107e+00
-6.452868713424343696e+03,-1.376068891295050491e+02,6.454335774394345208e+03,-3.120270968317252258e+00,3.162914338862333086e+00
-6.436101214296515536e+03,2.476373584223182434e+01,6.436148854966138970e+03,3.137745042619131119e+00,3.137745042619130231e+00
-6.453166093967853158e+03,2.253569994380524975e+02,6.457099845405213273e+03,3.106684911803690330e+00,3.106684911803689442e+00
-6.457086196858743278e+03,4.542654030400732381e+02,6.473045589987983476e+03,3.071356920183652139e+00,3.071356920183651251e+00
-6.400010067382355373e+03,6.872841686044312155e+02,6.436807313490888191e+03,3.034614643962422420e+00,3.034614643962421532e+00
-6.355273708618926321e+03,8.906056931521754905e+02,6.417373482363172116e+03,3.002362857247449668e+00,3.002362857247448780e+00
-6.305933105372573664e+03,1.079541847255764196e+03,6.397671680338885380e+03,2.972041656941267096e+00,2.972041656941266208e+00
-6.295269657776560052e+03,1.308233342080706961e+03,6.429766289800420054e+03,2.936696847297703528e+00,2.936696847297702639e+00
-6.234529462480554685e+03,1.452464376837698637e+03,6.401485014004219920e+03,2.912704401105357999e+00,2.912704401105357110e+00
-6.216944216600440996e+03,1.579249169219205214e+03,6.414391890959050215e+03,2.892830881434825141e+00,2.892830881434824253e+00
-6.232267815703227825e+03,1.699092781340206329e+03,6.459727425073961058e+03,2.875432697412449556e+00,2.875432697412448668e+00
-6.164557952529773502e+03,1.823582547735785511e+03,6.428625674162761243e+03,2.853977653240826307e+00,2.853977653240825418e+00
-6.166152272355533569e+03,1.921684050096562942e+03,6.458661117775946877e+03,2.839481951438113327e+00,2.839481951438112439e+00
-6.162895320936055214e+03,1.961009741886880420e+03,6.467367157088792737e+03,2.833526832146891383e+00,2.833526832146890495e+00
-6.123083318348939429e+03,2.012758918027105665e+03,6.445412925914110929e+03,2.824002929236471893e+00,2.824002929236471005e+00
-6.120298927153157820e+03,2.058076164638210685e+03,6.457068720182868674e+03,2.817200955512416893e+00,2.817200955512416005e+00
-6.114710233807455552e+03,2.115949219604590326e+03,6.470465388468970559e+03,2.808447845774539875e+00,2.808447845774538987e+00
-6.055976755020768906e+03,2.210130258442564809e+03,6.446668148480676791e+03,2.791661696181816144e+00,2.791661696181815255e+00
-6.046309202200116488e+03,2.239137395756830301e+03,6.447603527333739294e+03,2.786921381439592782e+00,2.786921381439591894e+00
-6.026430791684431824e+03,2.281898112389324069e+03,6.443983789728851661e+03,2.779627267365582632e+00,2.779627267365581744e+00
-5.968596973987124329e+03,2.364168407896019289e+03,6.419769629728300970e+03,2.764451825247841388e+00,2.764451825247840500e+00
-5.925655461197461591e+03,2.476085840007366187e+03,6.422179827122897223e+03,2.745786388650120369e+00,2.745786388650119481e+00
-5.813196177889367391e+03,2.664112927568442501e+03,6.394587359123717761e+03,2.711868566772718037e+00,2.711868566772717148e+00
-5.660334174834640180e+03,2.823524041103634318e+03,6.325477925144561596e+03,2.678884376319825567e+00,2.678884376319824678e+00
-5.602533733393536750e+03,2.998370652107537353e+03,6.354416637365879978e+03,2.650197791128049651e+00,2.650197791128048763e+00
-5.617183728292706292e+03,3.098777065846012192e+03,6.415229718506544486e+03,2.637475660502036856e+00,2.637475660502035968e+00
-5.597361621380481665e+03,3.088254315602798670e+03,6.392790614304713927e+03,2.637419186472839350e+00,2.637419186472838462e+00
-5.699594936955803860e+03,3.050299802191247181e+03,6.464496216150196233e+03,2.650199997878698088e+00,2.650199997878697200e+00
-5.889183193533850499e+03,2.871239481341600367e+03,6.551831411614339231e+03,2.687958919939264391e+00,2.687958919939263502e+00
-6.055360534018127510e+03,2.586504151785883550e+03,6.584633241430376984e+03,2.737908366585223963e+00,2.737908366585223074e+00
-6.228336439650382090e+03,2.267533802924257998e+03,6.628264052742690183e+03,2.792441070302647876e+00,2.792441070302646988e+00
-6.257014658933567262e+03,2.122372292257412482e+03,6.607170089308397110e+03,2.814572439255086600e+00,2.814572439255085712e+00
-6.196477853195309763e+03,2.130445586281413398e+03,6.552490837936815296e+03,2.810437934240644253e+00,2.810437934240643365e+00
-6.088261956173438193e+03,2.252481529468635017e+03,6.491579675825151753e+03,2.787238074313387770e+00,2.787238074313386882e+00
-5.796027196717788684e+03,2.605047450472831770e+03,6.354541957081350120e+03,2.719192896836956308e+00,2.719192896836955420e+00
-5.419981180780268915e+03,2.956866420249693874e+03,6.174079285789301139e+03,2.642172981215200167e+00,2.642172981215199279e+00
-5.161406302410601711e+03,3.209610812556360997e+03,6.077969775068199851e+03,2.585263069092972099e+00,2.585263069092971211e+00
-5.116051620695596284e+03,3.342155710735285084e+03,6.110972834207538654e+03,2.562923101358484779e+00,2.562923101358483891e+00
-4.992294584103573470e+03,3.423938274952628944e+03,6.053623586345243893e+03,2.540430268586804097e+00,2.540430268586803209e+00
-4.782180511999489681e+03,3.579604609784266358e+03,5.973509823523893829e+03,2.499033138661686859e+00,2.499033138661685971e+00
